,sentence,scope
11679,search for the nearest expressway to the airport,ins
11680,where is starbucks,ins
11681,starbucks near me,ins
11682,find me starbucks,ins
11683,what's the nearest starbucks,ins
11684,"where is the closest chevron gas station in columbus, ohio",ins
11685,where is the nearest denny's to gillette stadium,ins
11686,"where is the closest walmart to boise, idaho",ins
11687,where is the closest applebees to the empire state building,ins
11688,"where is the closest dog groomer in charlotte, north carolina",ins
11689,i want to know the nearest bank's location,ins
11690,i need to know the nearest bank's location,ins
11691,i want to get directions to the closest atm,ins
11692,i would like to know where the closest gas station is,ins
11693,i want directions to the closest atm,ins
11694,give me the location for the nearest bank,ins
11695,i need to know directions to the nearest gas station,ins
11696,can you tell me the nearest restaurant to me and give me directions,ins
11697,can you tell me the location of the nearest bank,ins
11698,where is the closest mcdonalds,ins
11699,how would i get to city hall via bus,ins
11700,what is the spelling of potato,ins
11701,spell potato,ins
11702,give me the spelling of potato,ins
11703,spell out potato,ins
11704,how do you spell tomato,ins
11705,can you spell water,ins
11706,how do you spell water,ins
11707,how is water spelled,ins
11708,water is spelled how,ins
11709,spell water,ins
11710,what's the letters in 'you' word like,ins
11711,the word 'you' got how many letters,ins
11712,how do you spell out university,ins
11713,how do you spell out newspaper,ins
11714,how do you spell out shepherd,ins
11715,how do you spell out espresso,ins
11716,how do you spell out wednesday,ins
11717,"can you spell ""diatribe"" for me",ins
11718,"spell ""requisite"" for me",ins
11719,what's the right way to spell miscellaneous,ins
11720,how do you spell syzygy,ins
11721,tell me how to spell anonymous,ins
11722,how is the word economy spelled,ins
11723,can you spell out the word special for me,ins
11724,i need to know how many r's are in restaurant,ins
11725,i need to know how to spell excellent,ins
11726,spell the word restaurant for me,ins
11727,tell me how many p's are in apple,ins
11728,how many e's are in sesame,ins
11729,tell me how many a's are in magical,ins
11730,what is the proper way to spell diamond,ins
11731,do you know how many o's are in honor,ins
11732,what's the right spelling of rambunctious,ins
11733,how do i spell catheter,ins
11734,can you tell me how to spell manipulation,ins
11735,what is the correct spelling of judgment,ins
11736,what's the spelling of cancer,ins
11737,how do you spell antithesis,ins
11738,how do i spell ambitious,ins
11739,how do you spell verisimilitude,ins
11740,how do you spell asian,ins
11741,what's the spelling of multimedia,ins
11742,can you tell me how to spell elephant,ins
11743,how do you spell hotdog,ins
11744,can you spell hamburger,ins
11745,spell government,ins
11746,tell me how to spell automobile,ins
11747,i need to know how to spell friend,ins
11748,how is friend spelled,ins
11749,how is the word acquaintance spelled,ins
11750,how do you spell friend,ins
11751,how do i spell acquaintance,ins
11752,what's the right way to spell indict,ins
11753,i want to know how to correctly spell cemetery,ins
11754,how do you spell mississippi,ins
11755,i wish i knew how to spell mississippi,ins
11756,can you remind me how to spell because,ins
11757,i need to know how to spell conscience,ins
11758,i need to know how to spell xylophone,ins
11759,how do you spell guerrilla,ins
11760,i am not sure how to spell punctuation,ins
11761,i forget how to spell xylophone,ins
11762,i don't know how to spell spaghetti,ins
11763,i don't know how to spell threshold,ins
11764,i don't know how to spell circumference,ins
11765,i don't know how to spell squirrel,ins
11766,i don't know how to spell mississippi,ins
11767,how can i spell avocado,ins
11768,tell me the complete spelling of definitely,ins
11769,i'd like to know how to spell cemetary,ins
11770,tell me how handkerchief is spelled,ins
11771,i'd like to know how acommodate is spelled,ins
11772,count the number of the letter a in happiness,ins
11773,the word is happiness; how many a's can you find in that word,ins
11774,"find all the ""a""s in happiness",ins
11775,tell how many a's are in the word happiness,ins
11776,how many a's can you find in the word happiness,ins
11777,what is the correct spelling for antipathy,ins
11778,how does the dictionary spell antipathy,ins
11779,how do you spell antipathy,ins
11780,spell antipathy for me,ins
11781,can you give me a spelling for antipathy,ins
11782,how do you spell superficial,ins
11783,i need help spelling superficial,ins
11784,i need to know how to spell superficial,ins
11785,i can't figure out how to spell superficial,ins
11786,what is the right way to spell superficial,ins
11787,how many es are in receiving,ins
11788,i don't know how to spell anethesia,ins
11789,i don't know how to spell malfeasance,ins
11790,i don't know how to spell theater,ins
11791,i don't know how to spell apparently,ins
11792,what's the proper way of spelling seance,ins
11793,how many ts are in tethered,ins
11794,how many cs are in acquiescence,ins
11795,how many ss are in narcissism,ins
11796,how do you spell sanguine,ins
11797,can you help me spell facetiousness,ins
11798,i don't know how to spell drought,ins
11799,how man z's are in zombie,ins
11800,how's everything,ins
11801,how are things going,ins
11802,"hello, anyone there",ins
11803,are you okay right now,ins
11804,are you doing okay,ins
11805,how's it going right now,ins
11806,ahoy hoy,ins
11807,hey there!,ins
11808,how is everything with you,ins
11809,hey hey!,ins
11810,how have you been doing,ins
11811,it's nice to see you,ins
11812,hello there!,ins
11813,how is it going,ins
11814,how are things with you,ins
11815,hiya!,ins
11816,what's up,ins
11817,how're you doing,ins
11818,it's good to see you,ins
11819,is everything going okay,ins
11820,how is everything going,ins
11821,how goes it,ins
11822,"hello, ai",ins
11823,"hey, ai",ins
11824,"wake up, ai",ins
11825,good day,ins
11826,greetings to you,ins
11827,"hello, friend",ins
11828,whats up with you,ins
11829,hey there fellow,ins
11830,whats up,ins
11831,"yo, hows it going",ins
11832,how are things for you,ins
11833,are things going well for you,ins
11834,hello siri,ins
11835,hi there alexa,ins
11836,"how are you doing, ai",ins
11837,ai how are you doing today,ins
11838,"how are you doing today, ai",ins
11839,how is my ai doing,ins
11840,ai how are you doing on this fine day,ins
11841,heller,ins
11842,so how is everything,ins
11843,how are you this day,ins
11844,hi how are you,ins
11845,how is everything going for you,ins
11846,hi how is everything,ins
11847,well hello,ins
11848,just wanted to say hi,ins
11849,how is your day,ins
11850,why hello,ins
11851,are you well,ins
11852,hola,ins
11853,good to see you,ins
11854,how've you been feeling,ins
11855,how are things,ins
11856,are you doing well,ins
11857,good evening,ins
11858,yo,ins
11859,"ai, how are you feeling",ins
11860,how is the ai doing,ins
11861,"ai, how are you doing",ins
11862,hi ai,ins
11863,have you been good,ins
11864,is everything ok with you,ins
11865,how have you been,ins
11866,are you doing ok,ins
11867,how are you,ins
11868,how's life,ins
11869,what's up with you,ins
11870,what's going on,ins
11871,how's it going with you,ins
11872,how's ife treating you,ins
11873,hello how's it going,ins
11874,how are you today,ins
11875,can you tell me how you're doing today,ins
11876,how are you this fine day,ins
11877,how are things treating you,ins
11878,aloha,ins
